DATE,DEXUSUK
2017-05-05,1.2922800000000000
2017-05-12,1.2917000000000000
2017-05-19,1.2960000000000000
2017-05-26,1.2934800000000000
2017-06-02,1.2885500000000000
2017-06-09,1.2887000000000000
2017-06-16,1.2750200000000000
2017-06-23,1.2684800000000000
2017-06-30,1.2887600000000000
2017-07-07,1.2933000000000000
2017-07-14,1.2924800000000000
2017-07-21,1.3012800000000000
2017-07-28,1.3062200000000000
2017-08-04,1.3163600000000000
2017-08-11,1.2990400000000000
2017-08-18,1.2886400000000000
2017-08-25,1.2839800000000000
2017-09-01,1.2931600000000000
2017-09-08,1.3097750000000000
2017-09-15,1.3329400000000000
2017-09-22,1.3534600000000000
2017-09-29,1.3423400000000000
2017-10-06,1.3196400000000000
2017-10-13,1.3225750000000000
2017-10-20,1.3202000000000000
2017-10-27,1.3173200000000000
2017-11-03,1.3173600000000000
2017-11-10,1.3134500000000000
2017-11-17,1.3162600000000000
2017-11-24,1.3275000000000000
2017-12-01,1.3402200000000000
2017-12-08,1.3419200000000000
2017-12-15,1.3361400000000000
2017-12-22,1.3382600000000000
2017-12-29,1.3437750000000000
2018-01-05,1.3554750000000000
2018-01-12,1.3565800000000000
2018-01-19,1.3836000000000000
2018-01-26,1.4110600000000000
2018-02-02,1.4145800000000000
2018-02-09,1.3912600000000000
2018-02-16,1.3956600000000000
2018-02-23,1.3971250000000000
2018-03-02,1.3835200000000000
2018-03-09,1.3863400000000000
2018-03-16,1.3940200000000000
2018-03-23,1.4071600000000000
2018-03-30,1.4112600000000000
2018-04-06,1.4051000000000000
2018-04-13,1.4198000000000000
2018-04-20,1.4217200000000000
2018-04-27,1.3916200000000000
2018-05-04,1.3615200000000000
2018-05-11,1.3538200000000000
2018-05-18,1.3513600000000000
2018-05-25,1.3381800000000000
2018-06-01,1.3300250000000000
2018-06-08,1.3387200000000000
2018-06-15,1.3359200000000000
2018-06-22,1.3228200000000000
2018-06-29,1.3189400000000000
2018-07-06,1.3199250000000000
2018-07-13,1.3232600000000000
2018-07-20,1.3109600000000000
2018-07-27,1.3125400000000000
2018-08-03,1.3088200000000000
2018-08-10,1.2884600000000000
2018-08-17,1.2727400000000000
2018-08-24,1.2844600000000000
2018-08-31,1.2948800000000000
2018-09-07,1.2900750000000000
2018-09-14,1.3051600000000000
2018-09-21,1.3154000000000000
2018-09-28,1.3125800000000000
2018-10-05,1.3024800000000000
2018-10-12,1.3173000000000000
2018-10-19,1.3124200000000000
2018-10-26,1.2901400000000000
2018-11-02,1.2851200000000000
2018-11-09,1.3066800000000000
2018-11-16,1.2907500000000000
2018-11-23,1.2807750000000000
2018-11-30,1.2773000000000000
2018-12-07,1.2746750000000000
2018-12-14,1.2589000000000000
2018-12-21,1.2650000000000000
2018-12-28,1.26673333333333333333
2019-01-04,1.2683500000000000
2019-01-11,1.2769800000000000
2019-01-18,1.2865250000000000
2019-01-25,1.3058000000000000
2019-02-01,1.3119000000000000
2019-02-08,1.2974000000000000
2019-02-15,1.2852800000000000
2019-02-22,1.30543333333333333333
2019-03-01,1.3225000000000000
2019-03-08,1.3118400000000000
2019-03-15,1.3197000000000000
2019-03-22,1.3193800000000000
2019-03-29,1.3146000000000000
2019-04-05,1.3088400000000000
2019-04-12,1.3070000000000000
2019-04-19,1.3039200000000000
